iter	Logloss
180	0.3525682615
181	0.3524483406
182	0.3523810553
183	0.3522747212
184	0.3521797297
185	0.3520760758
186	0.3519370371
187	0.3518528068
188	0.3516751678
189	0.3515501272
190	0.3514383029
191	0.3513563145
192	0.3512683868
193	0.3511193613
194	0.3510114497
195	0.3509195637
196	0.3507609605
197	0.3506107146
198	0.3504376354
199	0.3502254718
200	0.3501183156
201	0.349971524
202	0.3498599913
203	0.3497113869
204	0.3496360707
205	0.3495709866
206	0.349484338
207	0.3492957614
208	0.3491525438
209	0.3490670138
210	0.3488848764
211	0.3486890817
212	0.3485590062
213	0.3484740398
214	0.3483542249
215	0.3481984312
216	0.3480199651
217	0.3479253781
218	0.3477857547
219	0.3476664738
220	0.3475502608
221	0.3474858389
222	0.3472972954
223	0.3471708359
224	0.3470638057
225	0.3469823436
226	0.3469127541
227	0.3467680402
228	0.3466641829
229	0.3466235002
230	0.3465037028
231	0.3462988393
232	0.3462823605
233	0.3461978949
234	0.3460878073
235	0.3460332874
236	0.345904201
237	0.3457541161
238	0.3456268725
239	0.3454986733
240	0.3453724595
241	0.345252711
242	0.3451638062
243	0.3450124819
244	0.3449062241
245	0.34480903
246	0.3446925728
247	0.3445516184
248	0.3445267893
249	0.3444482263
250	0.344437484
251	0.3442317684
252	0.3441279562
253	0.3440615392
254	0.343974712
255	0.3438545779
256	0.3437466871
257	0.3436526667
258	0.3435420236
259	0.3434551786
260	0.3433273582
261	0.3432019513
262	0.343167176
263	0.3430277319
264	0.3429126171
265	0.3429010123
266	0.342778987
267	0.3426468737
268	0.3424472122
269	0.3422948737
270	0.3422385802
271	0.3421271108
272	0.3419994832
273	0.341904936
274	0.3417817305
275	0.341755824
276	0.3416731183
277	0.341653098
278	0.3414967403
279	0.3413871863
280	0.341243876
281	0.3411402079
282	0.3410456569
283	0.3409532501
284	0.3408309012
285	0.340734817
286	0.340726243
287	0.3406171304
288	0.3405285915
289	0.3404322769
290	0.3403365384
291	0.340213813
292	0.3401060384
293	0.3400473999
294	0.3399656375
295	0.339880193
296	0.339757287
297	0.3396763774
298	0.3395533703
299	0.3394168558
300	0.3393380732
301	0.3393231461
302	0.3392228703
303	0.3389510815
304	0.3388643731
305	0.3387652953
306	0.3386755291
307	0.3385590475
308	0.3384300486
309	0.3383286399
310	0.3382080061
311	0.3381175259
312	0.3379795489
313	0.3379000636
314	0.3377963267
315	0.337650176
316	0.3375478403
317	0.3374506877
318	0.3374433829
319	0.337335967
320	0.3372445874
321	0.3371745275
322	0.3371073173
323	0.336984996
324	0.3368895938
325	0.336813264
326	0.336720459
327	0.3365973816
328	0.336492103
329	0.3363459528
330	0.3362670758
331	0.3361941359
332	0.3360956338
333	0.3360290405
334	0.3359486518
335	0.3358866794
336	0.3357794009
337	0.3356689942
338	0.3355770413
339	0.3354765814
340	0.3354118075
341	0.3353252486
342	0.3352402164
343	0.3351250753
344	0.3350563608
345	0.3349766467
346	0.3348842064
347	0.3348044772
348	0.3347339079
349	0.3346461473
350	0.3345541451
351	0.3344805072
352	0.3343504336
353	0.3342373656
354	0.3341622084
355	0.3340801098
356	0.3339730444
357	0.3338366828
358	0.3338296602
359	0.3337406954
360	0.3336500761
361	0.3335250513
362	0.3334383795
363	0.3333738307
364	0.3332637245
365	0.3331646099
366	0.3330741515
367	0.3329913369
368	0.3328091493
369	0.3327233113
370	0.3326139844
371	0.3325404333
372	0.3324260048
373	0.3323424059
374	0.3322513178
375	0.3321547191
376	0.3320573035
377	0.3319342499
378	0.3318694399
379	0.3318022489
380	0.3317431443
381	0.3316633652
382	0.3315787417
383	0.3315109682
384	0.3314463736
385	0.3313939771
386	0.3313060705
387	0.3312303382
388	0.3311108578
389	0.3310192674
390	0.3309492561
391	0.3308456067
392	0.3307599516
393	0.3306626146
394	0.3306142818
395	0.3305228866
396	0.3304445411
397	0.3303180152
398	0.3302560322
399	0.3301778726
400	0.3301221649
401	0.3300163817
402	0.3299303533
403	0.3298435243
404	0.3296953563
405	0.3296248729
406	0.3295393594
407	0.3294656989
408	0.3293984814
409	0.3293126382
410	0.3291999728
411	0.3291929769
412	0.3291252121
413	0.3290146498
414	0.3289362082
415	0.3288717477
416	0.3287909538
417	0.3286892776
418	0.3286015688
419	0.3285148026
420	0.3284319032
421	0.328260514
422	0.3281249242
423	0.3280481693
424	0.3279513124
425	0.3278790144
426	0.3277847505
427	0.3276960716
428	0.3276374867
429	0.3275881035
430	0.3275148972
431	0.3274266189
432	0.3273436663
433	0.3272643204
434	0.3272072223
435	0.3271346973
436	0.3271300858
437	0.3270164588
438	0.3269405613
439	0.3268808495
440	0.3268124975
441	0.3267418562
442	0.3267364261
443	0.3266542698
444	0.3265492841
445	0.3264551393
446	0.326357131
447	0.326297227
448	0.3262041044
449	0.3261344207
450	0.3260779574
451	0.3259568453
452	0.3258690271
453	0.3257917727
454	0.325724411
455	0.3256184951
456	0.3255461526
457	0.3254314545
458	0.3253444968
459	0.3253381011
460	0.3252788946
461	0.3252046813
462	0.325099762
463	0.325029255
464	0.3249580798
465	0.3248572007
466	0.3247927797
467	0.3246765668
468	0.3246238739
469	0.3245416267
470	0.3244516652
471	0.3243596807
472	0.3242682137
473	0.3241837519
474	0.3241238441
475	0.3240580344
476	0.3239605084
477	0.3238953121
478	0.3238187177
479	0.3237348275
480	0.3237306219
481	0.323654807
482	0.3235819577
483	0.3234983086
484	0.3234518017
485	0.3233806768
486	0.3233126846
487	0.3232288442
488	0.3232161604
489	0.3231185906
490	0.3230245222
491	0.3229265581
492	0.3228452451
493	0.3228272727
494	0.3227574247
495	0.3226901164
496	0.3226077293
497	0.3225459442
498	0.3224803869
499	0.3224173296
500	0.3224056405
501	0.3223297288
502	0.3223259028
503	0.3222826287
504	0.3222171946
505	0.3221496585
506	0.3220693385
507	0.3220198007
508	0.3218940033
509	0.3218211568
510	0.3217578756
511	0.3217009816
512	0.3216447779
513	0.3215769711
514	0.3215047069
515	0.3213961903
516	0.3213211118
517	0.3212653351
518	0.3212080559
519	0.321087578
520	0.3209833777
521	0.3209278184
522	0.3207889786
523	0.3206972745
524	0.3206376906
525	0.3205503336
526	0.3204510575
527	0.320358398
528	0.3202985027
529	0.3202193214
530	0.3202143698
531	0.320129156
532	0.3200547422
533	0.3199900084
534	0.3198957999
535	0.319775565
536	0.3196868322
537	0.3196281687
538	0.3195390576
539	0.3194822831
540	0.3193853084
541	0.3192906106
542	0.3191935694
543	0.319120388
544	0.3190322774
545	0.3189549836
546	0.3188882829
547	0.3188088162
548	0.3187621585
549	0.3186964198
550	0.3186933379
551	0.3186319108
552	0.3185152122
553	0.3184533347
554	0.3183394717
555	0.3182390847
556	0.3181619144
557	0.3180697316
558	0.3180173475
559	0.3179363583
560	0.3178455794
561	0.3177539662
562	0.3176839183
563	0.3176334057
564	0.3175516574
565	0.3174578388
566	0.3173663879
567	0.3172516262
568	0.3171830849
569	0.3171110422
570	0.3170227493
571	0.3169531184
572	0.316890872
573	0.3168092076
574	0.3167369875
575	0.3166537905
576	0.3165873294
577	0.3165086306
578	0.3164624482
579	0.3163919248
580	0.3163065041
581	0.316298012
582	0.316235913
583	0.316141374
584	0.3160579409
585	0.3160191061
586	0.3159288806
587	0.3158422538
588	0.3157632623
589	0.3156941047
590	0.315627082
591	0.3155592466
592	0.3155025186
593	0.3154037081
594	0.3153383231
595	0.3152621186
596	0.3151975168
597	0.3151380732
598	0.3150521497
599	0.3149825377
600	0.3149341028
601	0.3148503188
602	0.3148170107
603	0.3147598753
604	0.3146851489
605	0.3146284936
606	0.3145704763
607	0.3144939042
608	0.3144487617
609	0.3144233723
610	0.3143298489
611	0.3142916329
612	0.3142208051
613	0.3141460457
614	0.3140900669
615	0.3140632691
616	0.3140199124
617	0.31397517
618	0.3138798855
619	0.3138069062
620	0.313722781
621	0.3136525494
622	0.3135833691
623	0.313512818
624	0.3134288485
625	0.3133477758
626	0.3132539519
627	0.3132505351
628	0.3131718835
629	0.3131020345
630	0.313035513
631	0.312986357
632	0.3129349388
633	0.3128424918
634	0.3128039145
635	0.3127207134
636	0.3126640071
637	0.3126038595
638	0.3125393359
639	0.3124590678
640	0.3124052614
641	0.3123122126
642	0.3122311698
643	0.3121502924
644	0.3120681505
645	0.3119992009
646	0.3119353951
647	0.3118318546
648	0.3117285603
649	0.3116636006
650	0.3116599601
651	0.3116001731
652	0.3115293035
653	0.3114580277
654	0.3114223489
655	0.3113706513
656	0.3113268286
657	0.3112179033
658	0.3111527445
659	0.3110606132
660	0.310967653
661	0.310879237
662	0.3108113444
663	0.310726393
664	0.3106593888
665	0.310606067
666	0.3106036918
667	0.3105372299
668	0.3104594804
669	0.31039372
670	0.3103267943
671	0.3102345217
672	0.3101490663
673	0.3101090748
674	0.3100165227
675	0.3099449509
676	0.3098771088
677	0.3098106405
678	0.3097760371
679	0.3096834302
680	0.3096315919
681	0.3095579539
682	0.3094778925
683	0.3094054758
684	0.3093218428
685	0.3092631666
686	0.3091743205
687	0.3090898442
688	0.3090875658
689	0.3090163933
690	0.3089059625
691	0.3088186428
692	0.3087253702
693	0.3086349682
694	0.3085872894
695	0.3085146873
696	0.3084541729
697	0.308397231
698	0.3083207943
699	0.3082195188
700	0.3081318953
701	0.3080740015
702	0.3080038061
703	0.3079068161
704	0.3078472901
705	0.307800991
706	0.3077408672
707	0.3076562774
708	0.3075711603
709	0.3075672929
710	0.3075125372
711	0.3074417745
712	0.307386735
713	0.3072993968
714	0.3072254384
715	0.3071445995
716	0.3070830463
717	0.3070140616
718	0.3069720052
719	0.3068867879
720	0.3068158965
721	0.3067575939
722	0.3066724584
723	0.306597874
724	0.3065358468
725	0.3064793749
726	0.3064125725
727	0.3063602611
728	0.3062950986
729	0.306232745
730	0.3062104516
731	0.3061543829
732	0.3060579094
733	0.3060080354
734	0.3059149695
735	0.305834876
736	0.3057382496
737	0.3056826926
738	0.305620129
739	0.3055638497
740	0.3055158785
741	0.3054290588
742	0.3053835596
743	0.3053518423
744	0.3052723033
745	0.3051986922
746	0.3050992298
747	0.3050291962
748	0.3049489155
749	0.3048829725
750	0.3048482707
751	0.3047791498
752	0.3047397987
753	0.304678712
754	0.3046104362
755	0.3045272233
756	0.3044511311
757	0.304369842
758	0.3042910608
759	0.3042440534
760	0.3041891484
761	0.3041168291
762	0.3040828479
763	0.3040067006
764	0.3039518404
765	0.303913198
766	0.3038750465
767	0.3037730076
768	0.3037529772
769	0.3036902438
770	0.3036122183
771	0.3035483349
772	0.3034636212
773	0.3033761542
774	0.3033411338
775	0.3032910305
776	0.303217571
777	0.3031807503
778	0.303134918
779	0.3030879799
780	0.3030336858
781	0.302997397
782	0.302947144
783	0.3028935407
784	0.3028323184
785	0.3027749774
786	0.3027351615
787	0.302666749
788	0.3025908206
789	0.3025443279
790	0.3024579436
791	0.3023792831
792	0.30234235
793	0.3022587422
794	0.3022317547
795	0.3021720663
796	0.3020827047
797	0.3019756872
798	0.3018956723
799	0.301817784
800	0.3017366388
801	0.3016824139
802	0.3016339232
803	0.3015703445
804	0.3014827742
805	0.3014133811
806	0.3013492519
807	0.3013236204
808	0.3013214514
809	0.3012606769
810	0.3012019895
811	0.3011200897
812	0.3010555908
813	0.3010109281
814	0.3009106983
815	0.3008261758
816	0.3007810139
817	0.3006982574
818	0.3006217525
819	0.3005690937
820	0.3005039943
821	0.3004481947
822	0.3003659434
823	0.3002815682
824	0.300230074
825	0.3001690146
826	0.3001116074
827	0.3000250224
828	0.2999672555
829	0.2999063471
830	0.2998445468
831	0.2997892924
832	0.2997338696
833	0.2996735826
834	0.2996230362
835	0.2996210848
836	0.2995624538
837	0.2995004811
838	0.2994434102
839	0.2993787941
840	0.2993272573
841	0.2992525033
842	0.2991885475
843	0.2991228525
844	0.2990916781
845	0.2990300082
846	0.2989690722
847	0.2988683579
848	0.2988184468
849	0.2987754259
850	0.2987272446
851	0.2986710199
852	0.2986020955
853	0.2985416817
854	0.2984739894
855	0.2984071691
856	0.2983589084
857	0.29830932
858	0.2982447996
859	0.2982109461
860	0.2981387344
861	0.2980729507
862	0.2980659285
863	0.2979978334
864	0.2979138383
865	0.2978919983
866	0.297823397
867	0.2977550384
868	0.2976867474
869	0.2976197561
870	0.2975617817
871	0.2974933615
872	0.2974210165
873	0.2973761162
874	0.2973033066
875	0.2972249493
876	0.2971484092
877	0.2970725835
878	0.2970318444
879	0.2969743743
880	0.2969355663
881	0.2968694889
882	0.2968219061
883	0.2967738086
884	0.2967113436
885	0.2966633948
886	0.2966000471
887	0.2965603861
888	0.2964743412
889	0.2963862379
890	0.2963007916
891	0.2962439803
892	0.2961610185
893	0.2960854331
894	0.2960264438
895	0.2959404149
896	0.2958871344
897	0.2958715861
898	0.2957975658
899	0.2957393619
900	0.2956666622
901	0.2955968012
902	0.2955169528
903	0.2955030182
904	0.2954412922
905	0.2953712761
906	0.2953282102
907	0.2952565528
908	0.295192824
909	0.2951104018
910	0.2950428119
911	0.2949890255
912	0.2949262865
913	0.2948716335
914	0.294834066
915	0.2947973585
916	0.294747448
917	0.294678199
918	0.2946079488
919	0.2945121464
920	0.2944529168
921	0.2943911308
922	0.2943635161
923	0.2943093723
924	0.2942506842
925	0.2941869451
926	0.2941419865
927	0.2940824697
928	0.2940216469
929	0.2939649538
930	0.2939157245
931	0.2938517531
932	0.2937818804
933	0.293691164
934	0.293634693
935	0.2935632669
936	0.2935129528
937	0.2934278974
938	0.2933831435
939	0.2933181047
940	0.2932564533
941	0.2932275839
942	0.2932036448
943	0.2931210626
944	0.2930476334
945	0.2929687427
946	0.2929140547
947	0.2928552164
948	0.2928180752
949	0.2927361371
950	0.2926726306
951	0.2926040678
952	0.2925306839
953	0.2924577165
954	0.292403166
955	0.292346319
956	0.2922989693
957	0.2922154481
958	0.2921677644
959	0.2921492114
960	0.2920679174
961	0.2920232663
962	0.2919665462
963	0.291918401
964	0.2918536645
965	0.2917935496
966	0.291746945
967	0.291664943
968	0.2916611909
969	0.2915890976
970	0.2915110685
971	0.2914657114
972	0.2914397264
973	0.2913930865
974	0.2913307725
975	0.2912640819
976	0.2911733535
977	0.2910934095
978	0.2910438077
979	0.2909390806
980	0.2908969198
981	0.2908467394
982	0.2907914971
983	0.2907185446
984	0.2906818834
985	0.2906401213
986	0.290588167
987	0.2905428448
988	0.2905128242
989	0.2904264657
990	0.2903772573
991	0.2903285621
992	0.2902529875
993	0.2901932419
994	0.2901354861
995	0.2900914503
996	0.2900268741
997	0.2899974893
998	0.2899587579
999	0.2899161358
